age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,Bank deposit(target)
51,technician,married,secondary,no,2937.0,no,no,telephone,21.0,nov,30.0,3.0,-1.0,unknown,no
51,management,single,tertiary,no,8265.0,yes,no,cellular,21.0,nov,168.0,3.0,-1.0,unknown,no
51,retired,married,secondary,no,965.0,yes,no,cellular,28.0,jan,67.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,409.0,yes,no,cellular,28.0,jan,203.0,1.0,-1.0,unknown,no
51,admin.,married,secondary,no,176.0,no,no,cellular,28.0,jan,214.0,1.0,183.0,failure,no
51,unemployed,divorced,primary,no,2244.0,no,no,telephone,28.0,jan,360.0,2.0,-1.0,unknown,no
51,admin.,married,secondary,no,2662.0,no,no,telephone,28.0,jan,148.0,2.0,-1.0,unknown,no
51,admin.,single,tertiary,no,394.0,no,no,telephone,28.0,jan,968.0,2.0,-1.0,unknown,yes
51,technician,married,unknown,no,413.0,yes,no,telephone,28.0,jan,82.0,2.0,254.0,failure,no
51,management,single,tertiary,no,0.0,yes,no,telephone,29.0,jan,121.0,1.0,244.0,failure,no
51,management,married,secondary,no,873.0,no,no,cellular,29.0,jan,273.0,1.0,-1.0,unknown,no
51,housemaid,single,primary,no,723.0,no,no,cellular,29.0,jan,51.0,1.0,-1.0,unknown,no
51,housemaid,married,secondary,no,1270.0,no,no,cellular,29.0,jan,208.0,3.0,-1.0,unknown,no
51,management,married,tertiary,no,-898.0,no,no,cellular,29.0,jan,78.0,2.0,-1.0,unknown,no
51,admin.,single,tertiary,no,16.0,yes,no,cellular,30.0,jan,158.0,1.0,-1.0,unknown,no
51,entrepreneur,divorced,tertiary,no,58.0,yes,no,cellular,30.0,jan,93.0,1.0,2.0,other,no
51,services,married,secondary,no,5699.0,yes,no,cellular,30.0,jan,436.0,1.0,270.0,failure,no
51,technician,single,secondary,no,527.0,yes,no,cellular,30.0,jan,197.0,1.0,2.0,other,no
51,entrepreneur,single,tertiary,no,0.0,no,no,cellular,30.0,jan,643.0,1.0,-1.0,unknown,no
51,admin.,married,secondary,no,0.0,yes,yes,cellular,30.0,jan,150.0,1.0,252.0,failure,no
51,unemployed,married,secondary,no,636.0,no,no,cellular,30.0,jan,321.0,1.0,-1.0,unknown,no
51,unemployed,married,secondary,no,17418.0,yes,no,telephone,30.0,jan,237.0,2.0,-1.0,unknown,no
51,technician,married,secondary,no,1490.0,yes,no,cellular,2.0,feb,177.0,1.0,199.0,failure,no
51,technician,divorced,tertiary,no,3962.0,yes,no,cellular,2.0,feb,267.0,1.0,-1.0,unknown,no
51,services,married,secondary,no,615.0,no,no,cellular,2.0,feb,1110.0,2.0,-1.0,unknown,no
51,technician,married,secondary,no,100.0,no,no,cellular,2.0,feb,467.0,2.0,-1.0,unknown,yes
51,blue-collar,married,primary,no,2095.0,yes,yes,cellular,2.0,feb,438.0,4.0,-1.0,unknown,no
51,services,married,secondary,no,867.0,yes,no,cellular,3.0,feb,177.0,2.0,211.0,failure,no
51,technician,divorced,secondary,no,1096.0,no,no,cellular,3.0,feb,138.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,2814.0,no,no,cellular,3.0,feb,178.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,377.0,yes,no,telephone,3.0,feb,143.0,4.0,272.0,failure,no
51,housemaid,married,primary,no,605.0,no,no,cellular,3.0,feb,91.0,2.0,159.0,failure,no
51,retired,single,secondary,no,5885.0,no,no,telephone,3.0,feb,134.0,6.0,-1.0,unknown,no
51,technician,divorced,unknown,no,1328.0,yes,no,cellular,4.0,feb,119.0,1.0,251.0,failure,no
51,technician,married,secondary,no,2.0,yes,yes,cellular,4.0,feb,71.0,1.0,205.0,failure,no
51,management,married,tertiary,no,371.0,no,no,telephone,4.0,feb,52.0,1.0,-1.0,unknown,no
51,technician,married,secondary,no,536.0,yes,yes,cellular,4.0,feb,53.0,1.0,-1.0,unknown,no
51,unemployed,single,tertiary,no,1594.0,no,no,telephone,4.0,feb,197.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,362.0,yes,no,cellular,4.0,feb,108.0,4.0,272.0,failure,no
51,housemaid,married,primary,no,618.0,yes,yes,cellular,4.0,feb,69.0,1.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,362.0,yes,yes,cellular,4.0,feb,318.0,3.0,-1.0,unknown,no
51,admin.,divorced,tertiary,no,178.0,yes,no,cellular,4.0,feb,184.0,2.0,-1.0,unknown,no
51,technician,divorced,primary,no,300.0,no,yes,cellular,5.0,feb,8.0,6.0,-1.0,unknown,no
51,unemployed,married,secondary,no,3640.0,no,no,telephone,5.0,feb,295.0,6.0,-1.0,unknown,no
51,management,married,tertiary,no,-321.0,no,no,cellular,6.0,feb,470.0,2.0,9.0,other,no
51,management,single,tertiary,no,2242.0,no,no,telephone,9.0,feb,11.0,8.0,-1.0,unknown,no
51,management,married,tertiary,no,285.0,no,no,cellular,9.0,feb,278.0,2.0,-1.0,unknown,no
51,admin.,married,secondary,no,-229.0,no,no,cellular,9.0,feb,18.0,3.0,12.0,other,no
51,technician,married,tertiary,no,1347.0,yes,yes,cellular,10.0,feb,160.0,1.0,243.0,failure,yes
51,technician,married,secondary,no,195.0,yes,no,cellular,17.0,feb,105.0,1.0,92.0,failure,no
51,technician,married,secondary,no,196.0,yes,yes,cellular,17.0,feb,88.0,1.0,-1.0,unknown,yes
51,technician,married,secondary,no,117.0,no,no,cellular,18.0,feb,442.0,2.0,-1.0,unknown,yes
51,services,married,secondary,no,657.0,no,no,cellular,3.0,apr,66.0,2.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,4787.0,yes,no,cellular,7.0,apr,895.0,1.0,-1.0,unknown,yes
51,blue-collar,married,secondary,no,984.0,yes,no,telephone,7.0,apr,353.0,4.0,-1.0,unknown,no
51,blue-collar,divorced,primary,no,155.0,yes,yes,cellular,9.0,apr,220.0,1.0,142.0,failure,no
51,blue-collar,married,primary,no,5131.0,yes,no,cellular,9.0,apr,348.0,1.0,329.0,failure,no
51,services,married,secondary,no,421.0,yes,no,cellular,15.0,apr,139.0,2.0,-1.0,unknown,no
51,entrepreneur,married,primary,no,726.0,yes,yes,cellular,15.0,apr,87.0,2.0,-1.0,unknown,no
51,unemployed,married,tertiary,no,1801.0,no,no,cellular,16.0,apr,838.0,3.0,-1.0,unknown,yes
51,housemaid,married,unknown,no,2337.0,yes,no,cellular,16.0,apr,251.0,2.0,266.0,other,yes
51,blue-collar,married,secondary,no,2964.0,yes,no,cellular,16.0,apr,177.0,1.0,-1.0,unknown,no
51,management,single,tertiary,no,2523.0,yes,no,cellular,16.0,apr,150.0,1.0,-1.0,unknown,no
51,entrepreneur,married,secondary,no,0.0,yes,yes,cellular,16.0,apr,432.0,1.0,150.0,failure,no
51,admin.,divorced,secondary,no,212.0,yes,yes,cellular,16.0,apr,168.0,1.0,-1.0,unknown,no
51,blue-collar,married,unknown,no,296.0,no,no,cellular,17.0,apr,177.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,615.0,yes,no,cellular,17.0,apr,97.0,1.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,528.0,yes,no,cellular,17.0,apr,324.0,3.0,-1.0,unknown,no
51,blue-collar,married,primary,no,1126.0,yes,no,cellular,17.0,apr,326.0,3.0,-1.0,unknown,no
51,blue-collar,married,primary,no,216.0,yes,no,cellular,17.0,apr,666.0,3.0,274.0,failure,no
51,blue-collar,married,secondary,no,1329.0,yes,yes,telephone,17.0,apr,150.0,2.0,287.0,failure,no
51,entrepreneur,divorced,tertiary,no,4.0,yes,yes,cellular,20.0,apr,74.0,5.0,-1.0,unknown,no
51,blue-collar,married,primary,no,14.0,yes,yes,cellular,20.0,apr,233.0,2.0,329.0,failure,no
51,self-employed,married,secondary,no,383.0,yes,no,cellular,20.0,apr,164.0,1.0,-1.0,unknown,no
51,technician,single,secondary,no,1153.0,yes,no,cellular,20.0,apr,76.0,5.0,-1.0,unknown,no
51,housemaid,married,tertiary,no,6700.0,yes,yes,cellular,20.0,apr,64.0,4.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,-237.0,yes,yes,cellular,20.0,apr,379.0,3.0,320.0,other,no
51,blue-collar,married,primary,no,1016.0,yes,no,cellular,20.0,apr,78.0,1.0,-1.0,unknown,no
51,entrepreneur,married,tertiary,no,83.0,no,no,cellular,20.0,apr,267.0,2.0,-1.0,unknown,yes
51,admin.,married,secondary,no,-895.0,yes,no,cellular,20.0,apr,104.0,5.0,-1.0,unknown,no
51,management,married,secondary,no,563.0,yes,no,cellular,20.0,apr,23.0,6.0,-1.0,unknown,no
51,blue-collar,married,primary,no,2832.0,yes,no,cellular,20.0,apr,122.0,4.0,238.0,other,no
51,management,married,tertiary,no,4917.0,no,no,cellular,23.0,apr,113.0,1.0,-1.0,unknown,yes
51,admin.,single,secondary,no,726.0,yes,no,cellular,27.0,apr,89.0,8.0,-1.0,unknown,yes
51,housemaid,married,primary,no,618.0,yes,yes,cellular,30.0,apr,277.0,1.0,85.0,failure,no
51,technician,married,tertiary,no,1347.0,yes,yes,cellular,30.0,apr,116.0,1.0,79.0,success,no
51,management,single,tertiary,no,5341.0,no,no,cellular,30.0,apr,184.0,2.0,-1.0,unknown,no
51,blue-collar,married,primary,no,296.0,yes,no,cellular,4.0,may,211.0,5.0,-1.0,unknown,no
51,technician,single,tertiary,no,318.0,no,no,cellular,4.0,may,8.0,3.0,-1.0,unknown,no
51,blue-collar,divorced,secondary,no,734.0,yes,yes,cellular,5.0,may,17.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,630.0,yes,no,cellular,5.0,may,138.0,1.0,-1.0,unknown,no
51,admin.,married,primary,no,2.0,yes,no,cellular,5.0,may,295.0,1.0,-1.0,unknown,no
51,entrepreneur,married,tertiary,no,3921.0,yes,no,cellular,5.0,may,168.0,1.0,-1.0,unknown,no
51,technician,single,secondary,no,-463.0,yes,no,cellular,5.0,may,496.0,1.0,343.0,failure,no
51,management,married,unknown,no,914.0,yes,no,cellular,5.0,may,176.0,2.0,341.0,failure,no
51,blue-collar,married,primary,no,565.0,yes,yes,cellular,5.0,may,157.0,7.0,250.0,failure,no
51,entrepreneur,married,unknown,no,2396.0,yes,no,cellular,6.0,may,241.0,2.0,-1.0,unknown,no
51,management,married,tertiary,no,437.0,yes,no,cellular,6.0,may,109.0,1.0,-1.0,unknown,no
51,self-employed,married,primary,no,106.0,yes,no,telephone,6.0,may,217.0,1.0,169.0,failure,no
51,management,divorced,tertiary,no,93.0,yes,yes,cellular,6.0,may,221.0,1.0,-1.0,unknown,no
51,self-employed,divorced,primary,no,10924.0,no,no,cellular,6.0,may,106.0,2.0,-1.0,unknown,no
51,management,divorced,tertiary,no,318.0,yes,no,cellular,6.0,may,102.0,2.0,355.0,failure,no
51,management,married,secondary,no,441.0,yes,no,cellular,7.0,may,189.0,2.0,167.0,other,no
51,entrepreneur,married,tertiary,no,228.0,yes,no,cellular,7.0,may,72.0,1.0,-1.0,unknown,no
51,services,married,unknown,no,6.0,yes,no,cellular,7.0,may,282.0,1.0,-1.0,unknown,no
51,retired,married,primary,no,670.0,yes,no,cellular,7.0,may,391.0,1.0,-1.0,unknown,no
51,entrepreneur,married,secondary,no,0.0,yes,no,cellular,7.0,may,158.0,1.0,300.0,failure,no
51,blue-collar,divorced,primary,no,57.0,yes,yes,cellular,7.0,may,355.0,1.0,-1.0,unknown,no
51,services,married,secondary,no,1703.0,yes,no,cellular,7.0,may,101.0,1.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,160.0,yes,no,cellular,7.0,may,136.0,1.0,359.0,failure,no
51,admin.,married,secondary,no,3025.0,no,no,cellular,7.0,may,476.0,1.0,352.0,other,yes
51,services,married,tertiary,no,218.0,yes,no,cellular,7.0,may,154.0,3.0,363.0,failure,no
51,services,married,secondary,no,753.0,yes,no,cellular,7.0,may,541.0,2.0,-1.0,unknown,no
51,management,married,tertiary,no,1854.0,yes,yes,cellular,7.0,may,166.0,3.0,338.0,failure,no
51,blue-collar,married,unknown,no,0.0,yes,no,telephone,7.0,may,10.0,4.0,-1.0,unknown,no
51,admin.,divorced,secondary,no,74.0,yes,no,cellular,8.0,may,74.0,2.0,287.0,failure,no
51,management,divorced,secondary,no,-35.0,yes,no,cellular,8.0,may,498.0,1.0,263.0,failure,no
51,blue-collar,divorced,secondary,no,203.0,yes,no,cellular,8.0,may,134.0,1.0,170.0,failure,no
51,management,married,tertiary,no,257.0,yes,no,cellular,8.0,may,129.0,2.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,1022.0,yes,no,cellular,8.0,may,311.0,3.0,-1.0,unknown,no
51,services,married,primary,no,314.0,yes,yes,telephone,8.0,may,713.0,3.0,-1.0,unknown,no
51,admin.,single,secondary,no,726.0,yes,no,cellular,11.0,may,409.0,1.0,14.0,success,no
51,blue-collar,married,secondary,no,3370.0,yes,no,cellular,11.0,may,59.0,1.0,-1.0,unknown,no
51,blue-collar,divorced,primary,no,602.0,yes,no,cellular,11.0,may,347.0,1.0,284.0,failure,no
51,management,single,tertiary,yes,-55.0,yes,no,cellular,11.0,may,281.0,2.0,266.0,failure,no
51,blue-collar,married,primary,no,581.0,yes,no,cellular,11.0,may,282.0,1.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,518.0,yes,no,cellular,12.0,may,918.0,1.0,-1.0,unknown,yes
51,blue-collar,married,primary,no,480.0,yes,no,cellular,12.0,may,189.0,1.0,326.0,failure,no
51,blue-collar,married,primary,no,42.0,yes,no,cellular,12.0,may,51.0,2.0,342.0,failure,no
51,admin.,married,secondary,no,-287.0,yes,no,cellular,12.0,may,814.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,1164.0,yes,no,cellular,12.0,may,100.0,1.0,369.0,failure,no
51,management,married,secondary,no,1250.0,yes,no,cellular,12.0,may,209.0,2.0,-1.0,unknown,no
51,services,single,primary,no,2499.0,yes,no,cellular,12.0,may,98.0,5.0,-1.0,unknown,no
51,services,single,secondary,no,516.0,yes,no,cellular,13.0,may,370.0,1.0,363.0,failure,no
51,blue-collar,married,primary,no,40.0,yes,no,cellular,13.0,may,79.0,1.0,370.0,failure,no
51,blue-collar,married,primary,no,864.0,yes,no,cellular,13.0,may,321.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,3185.0,yes,no,cellular,13.0,may,154.0,1.0,174.0,failure,no
51,admin.,married,secondary,no,42.0,yes,no,cellular,13.0,may,80.0,2.0,-1.0,unknown,no
51,blue-collar,divorced,primary,no,37.0,yes,no,cellular,13.0,may,341.0,1.0,-1.0,unknown,no
51,unemployed,married,secondary,no,-13.0,yes,no,cellular,13.0,may,361.0,1.0,364.0,failure,no
51,blue-collar,divorced,primary,no,-19.0,yes,no,cellular,13.0,may,829.0,1.0,296.0,failure,yes
51,blue-collar,divorced,secondary,no,581.0,yes,no,cellular,13.0,may,107.0,7.0,173.0,other,no
51,technician,married,secondary,no,-491.0,yes,yes,cellular,13.0,may,805.0,2.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,707.0,yes,no,telephone,13.0,may,97.0,5.0,-1.0,unknown,no
51,services,married,secondary,no,107.0,yes,no,telephone,13.0,may,99.0,2.0,369.0,failure,no
51,blue-collar,married,primary,no,1203.0,yes,yes,telephone,13.0,may,25.0,4.0,350.0,failure,no
51,entrepreneur,married,secondary,no,934.0,yes,yes,cellular,14.0,may,164.0,3.0,-1.0,unknown,no
51,blue-collar,single,secondary,no,708.0,yes,no,telephone,14.0,may,391.0,1.0,364.0,failure,no
51,management,divorced,tertiary,no,-256.0,yes,yes,cellular,14.0,may,97.0,1.0,-1.0,unknown,no
51,blue-collar,married,secondary,no,500.0,no,no,cellular,14.0,may,471.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,354.0,yes,no,cellular,14.0,may,276.0,2.0,344.0,other,no
51,blue-collar,married,secondary,no,814.0,yes,no,cellular,14.0,may,17.0,8.0,-1.0,unknown,no
51,self-employed,married,secondary,no,421.0,yes,no,cellular,14.0,may,306.0,4.0,-1.0,unknown,no
51,services,married,secondary,no,5885.0,yes,no,cellular,15.0,may,172.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,0.0,yes,no,cellular,15.0,may,60.0,1.0,343.0,failure,no
51,blue-collar,divorced,secondary,no,113.0,no,no,cellular,15.0,may,71.0,3.0,-1.0,unknown,no
51,housemaid,divorced,primary,no,94.0,yes,no,cellular,15.0,may,77.0,1.0,297.0,failure,no
51,management,divorced,tertiary,no,-227.0,yes,no,cellular,15.0,may,404.0,1.0,-1.0,unknown,no
51,technician,married,secondary,no,1174.0,yes,no,cellular,15.0,may,301.0,1.0,-1.0,unknown,no
51,blue-collar,married,primary,no,129.0,yes,no,cellular,15.0,may,611.0,2.0,-1.0,unknown,yes
51,management,single,tertiary,no,297.0,yes,no,cellular,15.0,may,415.0,4.0,375.0,failure,yes
51,technician,married,secondary,no,614.0,yes,no,cellular,18.0,may,9.0,4.0,-1.0,unknown,no
51,blue-collar,single,primary,no,55.0,yes,no,cellular,18.0,may,351.0,2.0,-1.0,unknown,no
51,services,married,primary,no,636.0,yes,yes,telephone,18.0,may,36.0,6.0,-1.0,unknown,no
51,management,married,tertiary,no,0.0,yes,no,cellular,22.0,may,168.0,1.0,-1.0,unknown,no
51,entrepreneur,married,primary,no,1443.0,no,no,cellular,26.0,may,574.0,1.0,97.0,success,no
51,management,married,tertiary,no,583.0,no,no,cellular,26.0,may,109.0,1.0,-1.0,unknown,no
51,housemaid,married,unknown,no,2337.0,yes,no,cellular,27.0,may,133.0,2.0,41.0,success,no
51,housemaid,married,secondary,no,2239.0,no,no,cellular,27.0,may,1576.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,994.0,no,no,cellular,28.0,may,414.0,3.0,-1.0,unknown,no
51,self-employed,married,secondary,no,4920.0,no,no,telephone,2.0,jun,392.0,2.0,-1.0,unknown,no
51,management,single,tertiary,no,102127.0,no,no,cellular,3.0,jun,90.0,1.0,-1.0,unknown,no
51,technician,married,tertiary,no,1315.0,no,no,telephone,5.0,jun,303.0,2.0,-1.0,unknown,no
51,self-employed,married,unknown,no,2094.0,no,no,cellular,8.0,jun,458.0,6.0,-1.0,unknown,yes
51,blue-collar,married,secondary,no,19.0,no,no,cellular,15.0,jun,292.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,812.0,no,no,telephone,2.0,jul,248.0,3.0,-1.0,unknown,no
51,unemployed,married,tertiary,no,1801.0,no,no,cellular,2.0,jul,82.0,1.0,77.0,success,no
51,technician,married,secondary,no,6840.0,no,no,telephone,7.0,jul,257.0,1.0,-1.0,unknown,yes
51,retired,divorced,secondary,no,1679.0,no,no,cellular,12.0,aug,417.0,1.0,365.0,other,yes
51,retired,married,secondary,no,2281.0,no,no,cellular,13.0,aug,164.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,0.0,yes,yes,cellular,19.0,aug,263.0,1.0,84.0,other,no
51,blue-collar,married,secondary,no,1797.0,yes,no,cellular,20.0,aug,168.0,1.0,-1.0,unknown,no
51,technician,married,secondary,no,117.0,no,no,cellular,24.0,aug,467.0,2.0,88.0,other,yes
51,housemaid,married,unknown,no,2337.0,yes,no,cellular,25.0,aug,46.0,4.0,90.0,failure,no
51,management,married,tertiary,no,2582.0,no,no,cellular,26.0,aug,197.0,3.0,-1.0,unknown,no
51,management,married,tertiary,no,2635.0,no,no,cellular,1.0,sep,181.0,1.0,98.0,failure,yes
51,management,married,tertiary,no,994.0,no,no,cellular,3.0,sep,268.0,1.0,98.0,failure,no
51,housemaid,married,primary,no,339.0,no,no,cellular,4.0,sep,313.0,1.0,-1.0,unknown,no
51,unemployed,married,secondary,no,1416.0,no,no,cellular,9.0,sep,345.0,1.0,-1.0,unknown,yes
51,entrepreneur,divorced,tertiary,no,2109.0,no,no,cellular,13.0,oct,79.0,2.0,-1.0,unknown,yes
51,admin.,married,secondary,no,423.0,yes,yes,cellular,16.0,oct,95.0,1.0,-1.0,unknown,no
51,technician,married,secondary,no,371.0,yes,yes,cellular,21.0,oct,287.0,1.0,-1.0,unknown,yes
51,self-employed,single,secondary,no,0.0,no,no,cellular,29.0,oct,1707.0,2.0,-1.0,unknown,yes
51,unknown,married,unknown,no,1585.0,no,no,telephone,30.0,oct,152.0,4.0,-1.0,unknown,no
51,technician,married,secondary,no,39.0,no,no,cellular,2.0,nov,173.0,1.0,-1.0,unknown,no
51,technician,married,secondary,no,580.0,yes,no,telephone,2.0,nov,117.0,5.0,-1.0,unknown,no
51,management,married,tertiary,no,938.0,no,no,cellular,11.0,nov,98.0,2.0,97.0,failure,no
51,management,married,tertiary,no,346.0,no,no,cellular,12.0,nov,134.0,2.0,192.0,failure,yes
51,admin.,married,secondary,no,1216.0,no,no,cellular,25.0,nov,421.0,1.0,-1.0,unknown,no
51,technician,married,tertiary,no,2506.0,no,no,cellular,30.0,nov,210.0,3.0,-1.0,unknown,no
51,admin.,married,secondary,no,241.0,no,no,cellular,7.0,dec,308.0,2.0,-1.0,unknown,yes
51,blue-collar,married,secondary,no,955.0,no,yes,cellular,17.0,dec,221.0,3.0,-1.0,unknown,yes
51,technician,divorced,tertiary,no,363.0,yes,no,unknown,7.0,jan,7.0,1.0,-1.0,unknown,no
51,admin.,married,secondary,no,423.0,yes,yes,cellular,14.0,jan,236.0,1.0,90.0,failure,no
51,management,married,unknown,no,1708.0,no,no,telephone,29.0,jan,92.0,3.0,-1.0,unknown,no
51,admin.,married,secondary,no,1574.0,no,no,cellular,4.0,feb,149.0,2.0,-1.0,unknown,no
51,management,married,tertiary,no,346.0,no,no,cellular,12.0,feb,122.0,1.0,92.0,success,yes
51,management,single,unknown,no,1277.0,no,no,cellular,22.0,feb,143.0,5.0,294.0,failure,no
51,technician,married,tertiary,no,0.0,no,no,cellular,2.0,mar,539.0,2.0,-1.0,unknown,yes
51,management,married,tertiary,no,2635.0,no,no,cellular,8.0,mar,209.0,2.0,188.0,success,no
51,admin.,married,tertiary,no,0.0,yes,yes,cellular,8.0,mar,124.0,2.0,-1.0,unknown,yes
51,blue-collar,married,primary,no,3764.0,no,no,telephone,9.0,mar,450.0,3.0,181.0,success,yes
51,admin.,divorced,tertiary,no,66.0,yes,no,cellular,10.0,mar,138.0,1.0,478.0,failure,no
51,blue-collar,married,primary,no,3844.0,no,no,cellular,15.0,mar,195.0,2.0,215.0,other,no
51,management,married,tertiary,no,1612.0,no,no,cellular,16.0,mar,384.0,1.0,182.0,failure,no
51,admin.,married,secondary,no,1204.0,no,no,cellular,29.0,mar,317.0,4.0,-1.0,unknown,no
51,entrepreneur,divorced,tertiary,no,2109.0,no,no,cellular,12.0,apr,119.0,1.0,181.0,success,no
51,management,married,tertiary,no,469.0,no,no,cellular,15.0,apr,200.0,1.0,181.0,success,yes
51,management,married,secondary,no,335.0,no,no,cellular,22.0,apr,234.0,1.0,-1.0,unknown,no
51,management,single,tertiary,no,4305.0,yes,no,cellular,4.0,may,126.0,1.0,-1.0,unknown,no
51,technician,married,tertiary,no,0.0,no,no,cellular,7.0,may,662.0,2.0,66.0,success,yes
51,management,married,tertiary,no,2635.0,no,no,cellular,21.0,may,407.0,3.0,74.0,failure,yes
51,management,married,tertiary,no,176.0,yes,yes,unknown,1.0,jun,8.0,1.0,687.0,failure,no
51,management,married,tertiary,no,0.0,no,no,unknown,7.0,jun,302.0,1.0,-1.0,unknown,yes
51,admin.,married,tertiary,no,0.0,yes,yes,cellular,15.0,jun,177.0,4.0,99.0,success,no
51,management,married,tertiary,no,3463.0,no,yes,cellular,13.0,jul,371.0,2.0,166.0,other,yes
51,admin.,married,secondary,no,423.0,yes,yes,cellular,16.0,jul,84.0,5.0,183.0,failure,no
51,management,married,tertiary,no,346.0,no,no,cellular,11.0,aug,237.0,1.0,180.0,success,yes
51,blue-collar,married,secondary,no,2007.0,yes,no,cellular,12.0,aug,1226.0,3.0,-1.0,unknown,yes
51,technician,married,secondary,no,980.0,no,no,cellular,6.0,sep,114.0,2.0,-1.0,unknown,no
51,management,single,tertiary,no,151.0,yes,no,cellular,8.0,sep,638.0,1.0,427.0,success,yes
51,housemaid,divorced,primary,no,127.0,no,no,unknown,13.0,sep,69.0,1.0,-1.0,unknown,no
51,management,married,tertiary,no,5108.0,yes,no,cellular,8.0,oct,272.0,1.0,102.0,other,no
51,entrepreneur,divorced,tertiary,no,315.0,no,no,cellular,11.0,oct,291.0,1.0,91.0,failure,no
51,retired,married,secondary,no,0.0,yes,no,cellular,11.0,oct,146.0,4.0,-1.0,unknown,no
51,management,married,tertiary,no,469.0,no,no,cellular,14.0,oct,491.0,1.0,182.0,success,yes
51,technician,married,tertiary,no,825.0,no,no,cellular,17.0,nov,977.0,3.0,-1.0,unknown,yes
50,blue-collar,divorced,primary,no,388.0,no,no,cellular,5.0,feb,701.0,1.0,-1.0,unknown,no
50,self-employed,married,tertiary,no,4012.0,no,no,cellular,19.0,nov,690.0,3.0,-1.0,unknown,no
50,blue-collar,married,secondary,no,606.0,yes,no,unknown,14.0,may,673.0,2.0,-1.0,unknown,no
50,blue-collar,married,primary,no,5776.0,no,no,cellular,18.0,nov,49.0,3.0,-1.0,unknown,no
50,blue-collar,married,primary,no,4108.0,yes,no,cellular,7.0,aug,526.0,2.0,-1.0,unknown,yes
50,admin.,married,primary,no,276.0,no,yes,unknown,17.0,jun,641.0,6.0,-1.0,unknown,no
50,management,married,tertiary,no,4.0,no,no,cellular,17.0,nov,223.0,1.0,96.0,failure,no
50,housemaid,married,primary,no,395.0,yes,no,unknown,15.0,may,419.0,2.0,-1.0,unknown,no
50,blue-collar,married,secondary,no,887.0,no,no,unknown,16.0,jun,287.0,1.0,-1.0,unknown,no
50,blue-collar,married,secondary,no,283.0,yes,no,cellular,7.0,aug,226.0,3.0,-1.0,unknown,no
50,housemaid,married,secondary,no,7317.0,yes,no,cellular,13.0,may,172.0,1.0,370.0,failure,no
50,entrepreneur,married,secondary,no,665.0,no,no,telephone,17.0,nov,238.0,1.0,-1.0,unknown,no
50,technician,married,secondary,no,2497.0,yes,no,cellular,21.0,nov,35.0,1.0,176.0,failure,no
50,blue-collar,married,primary,no,12519.0,yes,no,cellular,17.0,apr,146.0,2.0,147.0,success,no
50,services,single,secondary,no,72.0,no,no,unknown,8.0,may,141.0,2.0,-1.0,unknown,no
50,self-employed,divorced,tertiary,no,59.0,yes,no,unknown,28.0,may,67.0,2.0,-1.0,unknown,no
50,management,married,tertiary,no,3463.0,no,yes,cellular,28.0,oct,96.0,1.0,-1.0,unknown,yes
50,admin.,married,secondary,no,231.0,yes,no,cellular,21.0,nov,397.0,2.0,-1.0,unknown,no
50,blue-collar,married,primary,no,3924.0,yes,no,cellular,20.0,apr,122.0,2.0,-1.0,unknown,no
50,management,married,tertiary,no,2881.0,no,no,cellular,5.0,aug,510.0,2.0,2.0,other,no
50,management,married,secondary,yes,421.0,no,no,cellular,20.0,nov,22.0,5.0,-1.0,unknown,no
50,unemployed,married,secondary,no,1772.0,no,no,cellular,29.0,jul,206.0,4.0,-1.0,unknown,no
50,housemaid,divorced,primary,no,94.0,yes,no,cellular,22.0,jul,184.0,4.0,-1.0,unknown,no
50,entrepreneur,divorced,tertiary,no,1790.0,no,yes,cellular,6.0,feb,748.0,3.0,-1.0,unknown,no
50,technician,married,secondary,no,-568.0,yes,yes,unknown,28.0,may,860.0,2.0,-1.0,unknown,no
50,admin.,divorced,secondary,no,202.0,no,yes,cellular,17.0,nov,148.0,1.0,-1.0,unknown,no
50,self-employed,married,secondary,no,3025.0,no,yes,cellular,6.0,aug,168.0,3.0,-1.0,unknown,no
50,blue-collar,married,primary,no,0.0,no,no,cellular,11.0,aug,72.0,5.0,-1.0,unknown,no
